Name,Service,Location,Zip Code,Phone Number,Website,Notes,Families?,Young Children?,Seniors?,At Risk Health Groups?,Low Income?,Frontline Healthcare Workers?,Language
Stuyvesant Heights Christian Church,Prepared Meals,Brooklyn,11216,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Thurs 5-6pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
The Campaign Against Hunger,Prepared Meals,Brooklyn,11233,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,"Mon + Thurs 10-3pm; Tues, Wed, Fri 10am-6pm",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
The Center for Family Life,Prepared Meals,Brooklyn,11232,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,"Tues 10-1pm, Wed + Thurs 11-1pm",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
The Church of God Seventh Day Pentecostal Inc.,Prepared Meals,Brooklyn,11213,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Tues 4-6:30pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
The Greenpoint Reformed Church,Prepared Meals,Brooklyn,11222,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Thurs 4-7pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Transfiguration Church,Prepared Meals,Brooklyn,11211,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Mon-Thurs 9-12pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Unity Faith Outreach,Prepared Meals,Brooklyn,11233,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Tues 7pm-9pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Union Baptist Church,Prepared Meals,Brooklyn,11233,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Wed 12-2pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Urban Strategies Inc.,Prepared Meals,Brooklyn,11212,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Tues 8am-10am,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Zichron Acheinu Levy-Menachemtzion,Prepared Meals,Brooklyn,11219,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Fri 12-1pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Ebenezer Seventh Day Adventist Church,Prepared Meals,Brooklyn,11212,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Pantry Wed 10:30-1; Soup Kitchen Temporarily Closed,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Overcoming Love Ministries,Prepared Meals,Brooklyn,11208,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,"JUST pantry: Wed-Sun, 4-7pm ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
CAMBA -Beyond Hunger Emergency Food Pantry,Prepared Meals,Brooklyn,11225,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Tues + Thurs 10am-1pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Masbia,Prepared Meals,Brooklyn,11230,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,"Sun-Th: 2-7pm for pantry and soup kitchen, Kosher meals No referral needed for first meal",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
ACTS Community Development Corps,Prepared Meals,Brooklyn,11224,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,"Pantry: Tues 5:30-6:30pm + Thurs 11-12pm grab and go; Soup Kitchen: Wed + Fri 6:30-7:30pm grab and go, home deliveries as well",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Brooklyn Faith SDA Church,Prepared Meals,Brooklyn,11203,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Food Pantry: Thurs 2-4pm ; Soup Kitchen: Fri 12-3pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Cornerstone SDA Church,Prepared Meals,Brooklyn,11207,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,"Soup Kitchen: Sun 11-1pm, Food Pantry: Thurs 10-12pm",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Hanson Place SDA Community Service,Prepared Meals,Brooklyn,11217,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Soup Kitchen: Sun + Wed 1-2; Food Pantry: Thurs: 1:30-5pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Newman Memorial United Methodist Church,Prepared Meals,Brooklyn,11216,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Soup Kitchen: Tues 9-10:30 ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
SA - Sunset Park Corps,Prepared Meals,Brooklyn,11220,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,"Soup Kitchen: Tues, Wed, Thurs, 11-1 Food Pantry: M-F 10-1pm",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. John's Bread and Life Program,Prepared Meals,Brooklyn,11221,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,"Soup Kitchen: M-Thurs 10-12pm; Food Pantry: M-Thurs 8am- 12pm (prepackaged bags only, 1 bag per family size per week) ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
The Hope Center Development Corporation,Prepared Meals,Brooklyn,11212,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Sat 11:00-1:30pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Thurston Memorial Outreach Ministries,Prepared Meals,Brooklyn,11233,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Fri 5-7:30pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Bed-Stuy Mobile Market - City Harvest,Prepared Meals,Brooklyn,11206,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf, 1st Saturday and 3rd Wednesday of each month 9:30–11:30 am.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Crown Heights Community Partner Distribution - City Harvest,Prepared Meals,Brooklyn,11225,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,1st Tuesday of each month 9:30–12:00 pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
East New York Community Partner Distribution - City Harvest,Prepared Meals,Brooklyn,11208,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,2nd and 4th Tuesday of each month 10:00-12:00 pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Fort Greene Community Partner Distribution,Prepared Meals,Brooklyn,11201,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,3rd Saturday of each month 10:00–12:00 pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Church of God in Christ on the Hill,Prepared Meals,Brooklyn,11213,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Fridays 12-4pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Bethel Seventh-Day Adventist Church,Prepared Meals,Brooklyn,11238,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Sun 1-2pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Church of God of Prophecy,Prepared Meals,Brooklyn,11207,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,2nd + 4th Tues of month: 3-7pm * 3-4:00 pm seniors only (+60),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Neighbors Together,Prepared Meals,Brooklyn,11233,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Mon-Fri 12-2pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
North Brooklyn Angels,Prepared Meals,Brooklyn,"11222,
11211,
11206,
11211,
11211,
11206",,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/BrooklynResourceGuide04.06.2020DOE.pdf,Mon-Fri 12:30-1:30pm *different location each day ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Vision Urbana,Prepared Meals,Manhatan,10002,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Tues 8:30-12pm *home delivery only ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
African Services Committee,Prepared Meals,Manhattan,10027,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,M-F 9-5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Ascension Outreach Inc.,Prepared Meals,Manhattan,10011,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,First and third Saturday 8:30-9:30AM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Cabrini Immigrant Services,Prepared Meals,Manhattan,10002,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Tues 8-12pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Christ and St. Stephen's Food Pantry,Prepared Meals,Manhattan,10023,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"M-F, 9:30-10:30AM (brown bag)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Community League of West 159th Street (CLOTH),Prepared Meals,Manhattan,10032,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Tues, Wed, Thurs, Sat 9-1pm",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Convent Avenue Baptist Church,Prepared Meals,Manhattan,10031,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Mon + Thurs, 9-12",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Department of Probation Manhattan Office,Prepared Meals,Manhattan,10027,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"M-F, 9-5",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Holy Cross Church Crossroads,Prepared Meals,Manhattan,10036,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Every other Saturday 11-1pm: Next on April 25th,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Holy Name of Jesus - St. Gregory The Great,Prepared Meals,Manhattan,10025,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Monday 11-3pm (Food Pantry) Tues and Thurs 11-2 (Sandwich line),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
International Pentecostal Church - Helping Hands,Prepared Meals,Manhattan,10033,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Tuesdays 9-3pm ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Little Sisters of the Assumption,Prepared Meals,Manhattan,10029,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Wed 9:30-11:30, 1-3pm",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
"Metro Baptist Church (Rauschenbusch Metro Ministries, Inc.)",Prepared Meals,Manhattan,10018,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Sat 10-11:30AM ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Metropolitan Community Church  (Sylvia Rivera Food Pantry),Prepared Meals,Manhattan,10018,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Lunch & light groceries Tuesday-Friday 12-3pm larger grocery distribution on Thursday 9am to 11am,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Nazareth Housing Inc (Louise’s Pantry),Prepared Meals,Manhattan,10009,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Tuesdays, 10-12",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
"New Pilgrim Community Baptist Church, Blessed Trinity Baptist Church, Harlem, USA",Prepared Meals,Manhattan,10027,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Saturdays, 10-1",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Project Create- Anthony House (Community Outreach CREATE Food Pantry),Prepared Meals,Manhattan,10026,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Wed 10-12PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Primitive Christian Church,Prepared Meals,Manhattan,10002,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Every Tuesday 830am-3pm pantry is delivered to people’s doorstep. You can text your full name, address and contact information to 646 626 9748.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. Charles Borromeo Church,Prepared Meals,Manhattan,10030,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Sat 9-11AM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. Cecilia's Parish Services,Prepared Meals,Manhattan,10029,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Weds 9-12pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. Clements Food Pantry,Prepared Meals,Manhattan,10036,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Fri 3:30-6; Sat 8:30-11:30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. Johns Bread of Life,Prepared Meals,Manhattan,10001,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Wed 12-2:30pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. Mark's The Evangelist,Prepared Meals,Manhattan,10037,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Saturdays; 10-12pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. Mary's Episcopal Church F/P,Prepared Meals,Manhattan,10027,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Mon 4:30-6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. Peter's Episcopal Church,Prepared Meals,Manhattan,10011,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Sat: 10:30-11:30am; ID required – referral preferred,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
The Riverside Church Food Pantry,Prepared Meals,Manhattan,10027,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Tues + Wed only; 9:30-1pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
West Side Campaign Against Hunger,Prepared Meals,Manhattan,10025,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Tues-Fri from 9am-1pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Community Kitchen of West Harlem,Prepared Meals,Manhattan,10026,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Soup Kitchen: Mon-Fri 4:30-6pm; Pantry: Monday, Tuesday, Thursday, Friday: 3:30pm – 5:00pm Wednesday: 11:00am – 1:00pm Please bring ID and proof of address for all household members to register. Pantry Shopping: Tuesday, Thursday: 11:00am – 3:30pm Wednesday: 12:00pm – 6:00pm Saturday: 11:00am – 2:00pm
Please bring ID to shop.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Salem Service Council - Salem United Methodist Church,Prepared Meals,Manhattan,10027,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Tues-Sat 11-3pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Broadway Community Inc.,Prepared Meals,Manhattan,10025,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Boxed lunches are provided M, W, F 12:30-1:00pm",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Church of the Village/UMC,Prepared Meals,Manhattan,10011,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Soup Kitchen(bagged meals): Saturdays: 12-2pm Food Pantry: Tuesdays: 12:15-3pm fully operational,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Mt. Zion AME,Prepared Meals,Manhattan,10029,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Soup Kitchen: Weds 12-1pm; Pantry: Fris 10-11am,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
National Council of Jewish Women,Prepared Meals,Manhattan,10023,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Soup Kitchen: Wed 4:30-5:30; Sun 11:30-12:30; Pantry: Mon 9:30-2 prepacked bags for picked up at the door,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
New York Common Food Pantry,Prepared Meals,Manhattan,10029,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Pantry Distribuion: Wed-Sat 10am-2:30pm; [Senior only distribution 60+: Mon 10am-2pm; Lunch Service: Mon-Fri 2:30-3:30pm and Sat + Sun 4-5pm],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
SA - Harlem Temple Corps Community Center,Prepared Meals,Manhattan,10037,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Soup Kitchen: M-F 11am-12:30pm Food Pantry: Mon, Tues, Thurs, Fri 10:30am",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
SA - Manhattan Citadel Corp,Prepared Meals,Manhattan,10035,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Soup Kitchen: 1-2pm M-F,  Food Panrty: 9-12pm M-F",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
SA - New York Temple Corps,Prepared Meals,Manhattan,10011,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Food pantry: appointment only (212-337-7469), Soup kitchen: M-Thurs 12-1pm",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Trinity Lutheran Parish- Food for the Homeless,Prepared Meals,Manhattan,10009,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Soup Kitchen- Mon-Thurs; 11-12 
Pantry Mon- Fri 12:30-1:30 *Appointment needed",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. Paul's House. Inc,Prepared Meals,Manhattan,10019,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Soup Kitchen: M, W, F: 7:45-8:30am; Food Pantry: Tuesday 10-11am",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
The Father's Heart Ministries,Prepared Meals,Manhattan,10009,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Sat 8:30-11:30AM ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Xavier Mission,Prepared Meals,Manhattan,10011,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Sundays at  12:45-3:00pm, only handing out bag lunches on 16th st;",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Grand St. Settlement Community Partner Distribution,Prepared Meals,Manhattan,10002,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,2nd Monday of each month 10:00–12:00 pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Healthy Harlem Harvest Community Partner Distribution,Prepared Meals,Manhattan,10035,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,2nd Saturday of each month 10:00-12:00 pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Prince Hall Mobile Market - City Harvest,Prepared Meals,Manhattan,10032,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf, 2nd Thursday and 4th Saturday of each month 9:30–11:30 am,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Washington Heights/Inwood Mobile Market - City Harvest,Prepared Meals,Manhattan,10034,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,2nd Wednesday and 4th Saturday of each month 9:30-11:30 am,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. Joseph's House,Prepared Meals,Manhattan,10003,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,M-Sat: 9:30am; No referral needed,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Iris House,Prepared Meals,Manhattan,10030,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Soup Kitchen: Tues- Fri 12-1:30pm Food Pantry: Thurs 1-2pm people can come once a month ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
The Unitarian Church of All Souls,Prepared Meals,Manhattan,10021,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Mondays 6pm, no fridays ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Bowery Mission Ministries,Prepared Meals,Manhattan,10002,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Breakfast 8 AM, Lunch 1 PM,",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Cathedral Kitchen - St. John the Divine,Prepared Meals,Manhattan,10025,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Sun 10am-11:30am,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Grand Central Neighborhood,Prepared Meals,Manhattan,10016,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,M-Sun: 7-7:45am; 12:00-12:45pm; 4:00-4:45pm; No referral needed ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Holy Apostles Soup Kitchen,Prepared Meals,Manhattan,10001,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Soup Kitchen M-F: 10:30am-12:30pm; ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
St. Lukes Lutheran Church,Prepared Meals,Manhattan,10036,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,"Tu, Th: 1-2pm maintaining every week",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
Temple Shaaray Tefila,Prepared Meals,Manhattan,10075,,https://www.coalitionforthehomeless.org/wp-content/uploads/2020/04/ManhattanResourceGuide04.06.2020DOE.pdf,Wed. 11:30-12pm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English
